attendance_percent,avg_grade,assignments_submitted,previous_failures,disengaged,feedback_text
68,35.0,1.0,3,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
84,20.0,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
100,35.0,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,42.5,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
92,37.5,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,42.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,40.0,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,65.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
76,55.00000000000001,5.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,47.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
58,87.5,4.0,0,0,I miss classes often and struggle to keep up. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
96,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
98,62.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,47.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,47.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
74,85.0,5.0,0,0,I attend most classes but still miss some sessions. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,15.0,4.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
70,45.0,4.0,2,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,72.5,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
96,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
0,47.5,0.0,0,1,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
56,45.0,2.0,0,1,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
70,42.5,4.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
84,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
40,40.0,1.0,0,1,I miss classes often and struggle to keep up. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
62,50.0,2.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
98,60.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,42.5,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
92,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
90,90.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,62.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,72.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
82,70.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
78,57.49999999999999,5.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,75.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
76,60.0,5.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
88,90.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
84,67.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,65.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,47.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
90,77.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
72,55.00000000000001,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,85.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
60,72.5,4.0,1,1,I attend most classes but still miss some sessions. my grades are mostly good. I submit few assignments and need support. I had previous failures and confidence is low.
84,65.0,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,87.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
24,42.5,0.0,1,1,I miss classes often and struggle to keep up. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,67.5,6.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
64,55.00000000000001,4.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,45.0,6.0,1,1,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
60,65.0,3.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
94,60.0,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
56,57.49999999999999,4.0,1,1,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
72,70.0,7.0,2,1,I attend most classes but still miss some sessions. my grades are mostly good. I submit assignments but not always on time. I had previous failures and confidence is low.
20,60.0,4.0,1,1,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,40.0,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
82,47.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
54,65.0,4.0,0,0,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
76,50.0,5.0,0,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
94,55.00000000000001,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
98,65.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,77.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
94,52.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
94,72.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
84,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
86,47.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,70.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,42.5,10.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments consistently. I have no previous failures.
86,65.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,17.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,40.0,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,47.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
68,77.5,6.0,0,0,I attend most classes but still miss some sessions. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
76,67.5,7.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,37.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
86,77.5,9.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
92,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,57.49999999999999,7.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,50.0,6.0,1,1,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
78,77.5,5.0,0,0,I attend most classes but still miss some sessions. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,42.5,6.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
92,52.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
86,65.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
82,77.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,50.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
80,60.0,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
84,37.5,5.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
96,65.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
86,37.5,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
92,40.0,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
92,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,47.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,85.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,62.5,4.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,55.00000000000001,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,77.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,65.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,32.5,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,65.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,35.0,5.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
94,65.0,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,60.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
72,27.500000000000004,2.0,0,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,92.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
96,40.0,8.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments consistently. I have no previous failures.
92,72.5,7.0,2,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I had previous failures and confidence is low.
92,42.5,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,75.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
66,50.0,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
90,32.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
96,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,27.500000000000004,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
72,27.500000000000004,2.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
96,47.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
86,27.500000000000004,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,30.0,8.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments consistently. I had previous failures and confidence is low.
100,40.0,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,27.500000000000004,6.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
78,45.0,5.0,2,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
94,75.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
94,45.0,3.0,3,1,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
90,42.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
92,27.500000000000004,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
96,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,77.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,70.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
88,85.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
80,65.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,67.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,40.0,3.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,60.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,52.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
88,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,60.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
92,65.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
84,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
68,55.00000000000001,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,72.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
72,52.5,4.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,85.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
92,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,75.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,72.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
84,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,82.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,47.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,75.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
96,60.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,50.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,65.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
98,65.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,45.0,2.0,3,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
72,57.49999999999999,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,47.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,75.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,50.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
88,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,67.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,65.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
88,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,62.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
76,45.0,2.0,0,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,80.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
